	fc	p
NDUFC2	2.326265963	0.18
ALG8	1.213974376	0.17
KCTD21-AS1	-2.668088477	0.43
KCTD21	0.471436056	0.33
USP35	-0.714225915	0
GAB2	2.470792822	0.67
RP11-452H21.4	-1.149030217	0.37
NARS2	1.654524167	0.5
TENM4	-1.514952179	0.98
FAM181B	-5.300416761	0.22
PRCP	0.830145416	0.12
DDIAS	-5.552964936	0.58
RAB30	1.398397271	0.23
RP11-113K21.1	0.351336107	0.64
RAB30-AS1	1.182908146	0.38
RP11-113K21.6	0.56393669	0.91
PCF11	2.431358885	0.21
RP11-727A23.4	-0.427910578	0.04
RP11-727A23.5	0.838415903	0.37
PCF11-AS1	-0.175346599	0.91
ANKRD42	-0.569193374	0.63
CCDC90B	0.767254988	0.13
RP11-727A23.10	-4.253908496	0.21
DLG2	0.423576544	0.92
RP11-160H12.3	-3.550922374	0.13
LDHAL6DP	-6.64385619	0.27
HNRNPA1P72	-2.34243012	0.45
AP000857.2	1.878406687	0.18
HNRNPCP6	0.963136934	0.58
RP11-882I15.1	-0.440436091	0.95
RP11-482L11.1	0.543661897	0.24
TMEM126B	2.301468364	0.77
TMEM126A	3.048591356	0.38
CREBZF	2.676306664	0.84
CCDC89	-1.693832723	0.99
SYTL2	-0.556610052	0.53
RP11-700A24.1	-2.629003968	0.62
PICALM	4.196005202	0.24
EED	0.071120685	0.21
RP11-320L11.2	-0.144911861	0.14
SETP17	-3.576082651	0.48
HIKESHI	1.51958006	0.44
CCDC81	-2.679880479	0.48
RP11-762L8.6	0.366025966	0.38
ME3	2.2406273	0.37
CTD-2005H7.1	-0.497554317	0.49
CTD-2005H7.2	0.123704719	0.61
PRSS23	-0.055951181	0.87
OR7E13P	-1.861431922	0.84
AP000654.4	-2.627301805	0.08
OR7E2P	-3.682845845	0.73
RP11-736K20.5	1.62347951	0.25
RP11-736K20.4	1.277443296	0.46
FZD4	2.982606045	0.08
RP11-736K20.6	0.069687221	0.03
TMEM135	1.101023819	0.22
RP11-648O15.2	-0.811772168	0.61
RAB38	-6.64385619	0.81
CTSC	-0.865555384	0.31
GRM5	-5.880924704	0.8
RP11-796A5.4	-6.64385619	0.79
NOX4	-0.614134459	0.58
NAALAD2	-2.573220709	0.05
AP000648.5	-4.765196673	0.09
CHORDC1	1.100811806	0.06
RP11-121L10.2	-3.621057247	0.56
DISC1FP1	-4.286594154	0.21
TUBAP2	-2.343562639	0.52
FAT3	-4.13441104	0.82
SLC36A4	-1.011853141	0.22
RP11-755E23.2	-2.809938961	0.05
SMCO4	0.667793041	0.26
RP11-288E14.2	3.302161838	0.9
CEP295	1.507921034	0.69
SCARNA9	4.406244206	0.25
RP11-178H8.7	-1.091130189	0.03
TAF1D	1.404309955	0.62
SNORD6	1.729424493	0.51
C11orf54	1.558444058	0.23
MED17	0.845224707	0.44
VSTM5	-4.595957866	0.33
PANX1	1.769382728	0.53
GPR83	-4.711033767	0.62
MRE11	0.967902437	0.28
RP11-685N10.1	0.443584484	0.6
ANKRD49	0.567110438	0.6
FUT4	-1.401883484	0.18
PIWIL4	-1.296522603	0.78
RP11-867G2.8	-3.149496547	0.62
RP11-867G2.4	-2.481953123	0.96
AMOTL1	3.452387105	0.21
CWC15	3.057075038	0.57
KDM4D	-2.102478954	0.33
SRSF8	1.521506567	0.26
ENDOD1	2.338008708	0.14
BUD13P1	-1.268135619	0.52
RP11-712B9.5	-1.605315486	0.52
RP11-712B9.2	-3.906070199	0.59
SESN3	1.949278877	0.03
FAM76B	0.452128391	0.06
CEP57	1.889854956	0.57
MTMR2	2.00474682	0.81
MAML2	0.683063444	0.8
CCDC82	1.43573421	0.06
JRKL	0.775037506	0.55
CNTN5	-6.64385619	0.44
ARHGAP42	1.387683395	0.43
RN7SKP115	-1.356036185	0.36
TMEM133	0.945124452	0.29
PGR	1.779572039	0.94
RP11-788M5.4	-0.415272347	0.58
RP11-788M5.3	-1.145589388	0.31
TRPC6	-2.133342736	0.63
RP11-748H22.1	-4.818212493	0.32
ANGPTL5	-1.917093044	0.79
CEP126	-0.63607058	0.81
C11orf70	-3.673376288	0.88
YAP1	2.942208614	0.83
BIRC3	-0.481524751	0.8
BIRC2	3.053786339	1
TMEM123	3.485640345	0.9
RP11-315O6.1	-3.36308689	0.59
MMP7	-6.64385619	0.99
MMP8	-4.470788651	0.12
MMP10	-6.64385619	0.51
MMP1	-3.810916194	0.89
MMP12	-6.64385619	0.53
RP11-690D19.3	-0.824692355	0.7
DCUN1D5	1.817029557	0.91
DYNC2H1	0.625983792	0.94
MTCO3P15	-3.118903102	0.52
MTATP6P15	-2.694210964	0.92
MTCO2P15	-6.64385619	0.65
MTCO1P15	-4.335345501	0.65
MTND2P26	-6.64385619	0.4
MTND1P36	-3.74740876	0.43
RP11-563P16.1	-6.64385619	0.35
PDGFD	2.390359271	0.19
RP11-693N9.1	-0.333599142	0.93
CASP12	-4.513536237	0.73
RP11-693N9.2	-2.010768913	0.57
CASP4	0.39556288	0.66
CASP5	-4.383889534	0.55
CASP1	-0.866693628	0.44
CARD16	-0.872655858	0.22
RP11-94P11.4	-2.780102977	0.68
GRIA4	-5.967254472	0.83
MSANTD4	2.233263212	0.09
KBTBD3	0.713478672	0.79
AASDHPPT	1.883137497	0.94
GUCY1A2	1.523715471	0.82
RP11-819M15.1	-2.547955826	0.09
RP11-382M14.1	-3.225375078	0.82
RP11-819C21.1	-0.6187664	0.43
CWF19L2	2.15091607	0.78
SMARCE1P1	-0.37132243	0.1
ALKBH8	0.644499884	0.17
ELMOD1	-3.799524843	0.1
SLN	-1.070499019	0.84
SLC35F2	-1.890523639	0.17
RAB39A	-2.054185128	0.04
CUL5	3.235010851	0.1
Y_RNA	-0.733347333	0.63
ACAT1	4.824219473	0.87
NPAT	1.544471493	0.92
ATM	2.166611061	0.83
C11orf65	-2.104261009	0.4
KDELC2	1.220368006	0.26
EXPH5	-2.857480951	0.14
DDX10	0.448744107	0.95
C11orf87	-5.625659678	0.84
ZC3H12C	1.929479786	0.5
RDX	3.584945042	0.33
FDX1	1.81160753	0.66
ARHGAP20	-4.039611404	0.41
COLCA1	-4.731788809	0.35
COLCA2	-3.358088786	0.05
POU2AF1	-6.64385619	0.16
LAYN	-1.087541882	0.12
SIK2	2.582652495	0.82
RN7SKP273	-1.342667444	0.93
PPP2R1B	1.008733906	0.03
RP11-108O10.2	-3.677173764	0.81
ALG9	-0.67250363	0.1
ALG9-IT1	-3.348028322	0.53
FDXACB1	-2.955291761	0.2
C11orf1	-0.216860872	0.88
RPL37AP8	-0.586837306	0.26
CRYAB	8.517615875	0.69
HSPB2	-0.63775397	0.62
C11orf52	-3.69829673	0.87
DIXDC1	1.762222544	0.15
RP11-708L7.6	-2.341013085	0.4
DLAT	4.661062115	0.1
PIH1D2	-1.321230091	0.41
C11orf57	0.763730558	0.49
TIMM8B	3.599095375	0.37
SDHD	3.394856656	0.92
IL18	-3.664305181	0.81
TEX12	-2.191341045	0.29
BCO2	3.480672941	0.82
KCTD9P4	2.052948694	1
MRPS36P4	1.508158981	0.52
PTS	0.83461913	0.53
RP11-356J5.13	-1.030074837	0.43
RP11-356J5.12	1.144236774	0.26
RP11-629G13.1	-2.91926269	0.25
NCAM1	4.388347089	0.14
TTC12	0.798815111	0.91
RP11-159N11.4	-1.771942912	0.52
ANKK1	-6.64385619	0.74
TMPRSS5	-1.826347906	0.51
ZW10	1.591959443	0.96
RP11-667M19.2	-3.146135249	0.23
ATF4P4	-3.910670837	0.26
USP28	4.283490636	0.85
RP11-667M19.9	0.772912043	0.87
ZBTB16	3.578921516	0.68
NNMT	0.903220978	0.79
C11orf71	0.575395455	0.98
RBM7	0.201764086	0.62
REXO2	3.263147943	0.34
RP11-212D19.5	0.399583523	0.99
RP11-172C16.5	-6.64385619	0.95
NXPE1	-6.64385619	0.91
RP11-172C16.4	-4.268166409	0.16
NXPE2	-3.748075726	0.35
CADM1	2.002804794	0.11
AP000462.2	-6.64385619	0.9
AP000997.3	-2.7951096	0.72
LINC00900	-3.540272658	0.51
BUD13	1.761006728	0.43
ZPR1	0.538448189	0.19
APOA1	5.628038875	0.15
APOA1-AS	-3.093391099	0.49
SIK3	1.991678678	0.08
AP000936.1	0.515627721	0.55
RP11-109L13.1	-1.407389608	0.39
PAFAH1B2	3.032133653	0.76
SIDT2	0.986191804	0.45
TAGLN	2.851722978	0.87
PCSK7	0.543270722	0.41
AP000892.6	-2.474555513	0.73
RNF214	1.776479065	0.24
SCARNA11	0.657282016	0.92
BACE1	1.253836295	0.12
BACE1-AS	1.414985797	0.38
CMB9-94B1.2	-0.814399319	0.8
CEP164	-0.150515399	0.15
DSCAML1	-2.331504985	0.63
AP000711.1	-2.820216131	0.37
FXYD2	-1.493816521	0.1
RP11-728F11.4	-6.64385619	0.32
FXYD6	1.413785306	0.45
TMPRSS13	-6.64385619	0.96
IL10RA	-0.509329148	0.34
TMPRSS4-AS1	-6.64385619	0.08
SCN4B	0.876842221	0.97
SCN2B	2.337237448	0.56
JAML	-2.225944323	0.82
HSPE1P18	-6.64385619	0.64
MPZL3	-0.558468338	0.68
MPZL2	0.604606021	0.68
CD3E	-4.25349806	0.69
CD3D	-6.64385619	0.31
CD3G	-3.495875536	0.56
UBE4A	3.628598162	0.49
ATP5L	4.80185014	0.56
RP11-770J1.7	0.832901388	0.8
KMT2A	2.762904631	0.21
RP11-770J1.3	-1.095602515	0.14
TTC36	-2.947962083	0.5
TMEM25	-0.792268038	0.21
IFT46	1.736384439	0.45
RPL5P30	-3.685671097	0.9
ARCN1	4.18090757	0.87
RNU6-1157P	0.780357997	0.5
PHLDB1	2.407832678	0.95
AP002954.3	0.975309669	0.54
DDX6	4.18115683	0.2
RP11-158I9.8	-1.125511601	0.84
BCL9L	0.764194179	0.74
RN7SL688P	-1.155886245	0.28
RP11-110I1.12	-1.432221523	0.97
CCDC84	1.509164383	0.1
RPS25	5.069861778	0.4
TRAPPC4	0.843330014	0.55
SLC37A4	-1.634399735	0.62
HYOU1	2.479637732	0.68
RP11-110I1.14	-2.68610532	0.95
VPS11	1.311369962	0.98
HMBS	-0.623090722	0.02
H2AFX	-0.140578836	0.25
DPAGT1	-0.324723283	0.44
C2CD2L	-0.56116299	0.53
HINFP	-0.612491116	0.65
ABCG4	-2.994784032	0.57
NLRX1	1.485357639	0.56
PDZD3	-6.64385619	0.59
CCDC153	-4.895192019	0
CBL	0.923012182	1
MCAM	3.404068165	0.22
RNF26	0.524850729	0.91
USP2	3.282262087	0.36
RP11-334E6.3	-2.786127152	0.61
USP2-AS1	-3.769076954	0.14
RP11-334E6.2	-6.64385619	0.16
THY1	-2.095272861	0.5
NECTIN1	-0.391920415	0.44
OAF	0.798012636	0.37
POU2F3	-6.64385619	0.43
TMEM136	1.804840592	0.95
ARHGEF12	3.847619708	0.92
7SK	1.161618269	0.17
GRIK4	-5.788766733	0.78
TBCEL	2.212215496	0.28
TECTA	-0.944596045	1
SC5D	1.47765615	0.21
SORL1	0.494742121	0.2
MIR100HG	2.211004084	0.97
MIR125B1	0.465943164	0.03
BLID	-1.474078072	0.73
MIRLET7A2	-0.237918616	0.99
RP11-716H6.1	-2.954541997	0.25
UBASH3B	-3.093830482	0.21
CRTAM	-4.940992683	0.55
C11orf63	-1.381338256	0.33
ATP5F1P5	-1.610231921	0.36
RP11-335F8.2	-3.858941635	0.6
HSPA8	6.90216173	0.46
SNORD14E	-0.474315924	0.47
CLMP	0.608949595	0.98
GRAMD1B	1.71207093	0.06
SCN3B	-1.95105069	0
ZNF202	-0.233182036	0
OR8D4	-6.64385619	0.23
OR4D5	-6.64385619	0
VWA5A	-1.868615006	0.82
TBRG1	1.756409444	0.21
SIAE	1.75824963	0.94
SPA17	-1.683258205	0.37
NRGN	-2.056148279	0.28
RP11-677M14.2	-1.262766944	0.33
VSIG2	0.030235802	0.34
ESAM	2.884873819	0.84
RP11-677M14.3	-4.344357674	0.54
MSANTD2	0.772284425	0.16
AP000866.1	-0.297829772	0.13
RP11-677M14.7	-1.294243723	0.14
ROBO3	-2.460020036	0.75
ROBO4	1.350090924	0.91
HEPACAM	-6.64385619	0.05
CCDC15	-3.183420254	0.32
SLC37A2	-2.909302248	0.44
TMEM218	-0.448065077	0.41
KRT18P59	-4.437538064	0.7
PKNOX2	-1.508642473	0
RP11-687M24.7	-0.887884427	0.03
FEZ1	-0.977231441	0.45
EI24	2.149202954	0.25
STT3A	2.35593663	0.19
CHEK1	-3.748551882	0.25
RP11-680F20.10	-6.64385619	0.76
HYLS1	-0.159735693	0.47
PUS3	0.83267833	0.39
CDON	-0.164499833	0.31
NAP1L1P1	-0.656678033	0.26
RPUSD4	1.692133798	0.56
RP11-50B3.4	-0.971422687	0.54
FAM118B	1.377633793	0.37
RN7SL351P	-6.64385619	0.28
SRPRA	3.463159719	0.4
FOXRED1	1.343509831	0.67
TIRAP	0.344944308	0.5
RP11-712L6.5	-6.64385619	0.1
DCPS	0.260572931	0.57
ST3GAL4-AS1	-1.159869919	0.61
ST3GAL4	1.091852455	0.82
KIRREL3	-3.300478945	0.51
RP11-688I9.4	-3.100402247	0.92
RP11-688I9.5	-3.475339932	0.82
RP11-676M6.1	-0.430878082	0.51
ETS1	2.535920521	0.39
RP11-264E20.1	-3.1291871	0.71
FLI1	1.447280439	0.34
SENCR	-6.64385619	0.7
KCNJ1	-6.64385619	0.63
KCNJ5	1.809897343	0.95
C11orf45	-0.41485831	0.68
ARHGAP32	-0.201196348	0.01
NFRKB	1.060879171	0.18
PRDM10	0.116977333	0.65
LINC00167	-6.64385619	0.33
APLP2	4.975088123	0.71
ST14	-4.727776153	0.89
ZBTB44	2.215823797	0.95
RP11-567O18.1	-0.474315924	0.02
RP11-121M22.1	-4.923226535	0.6
ADAMTS8	-1.28567382	0.59
ADAMTS15	1.84134462	0.02
RP11-890B15.2	-3.97684912	0.26
RP11-890B15.3	0.991968138	0.51
SNX19	3.133052171	0.51
NTM	-2.196496432	0.53
OPCML	-4.32822626	0.76
AP004782.1	-3.994841624	0.12
MIR4697HG	2.670349358	0.96
IGSF9B	2.11462859	0.72
RP11-713P17.3	-3.325072785	0.68
RP11-713P17.4	-3.098069689	0.52
JAM3	2.844446589	0.46
PTP4A2P2	-0.232249762	0.6
NCAPD3	0.532582506	0.74
VPS26B	1.867429946	0.32
THYN1	2.762668998	0.41
ACAD8	1.406403303	0.45
GLB1L2	-4.065507674	0.25
B3GAT1	-6.64385619	0.48
ZMYND11	4.198537067	0.94
DIP2C	2.511734493	0.22
RN7SL754P	-2.078147213	1
MIR5699	1.428408792	0.98
PRR26	-5.079525398	0.87
LARP4B	2.271383202	0.43
RP11-363N22.3	-1.564202173	0.53
GTPBP4	1.699592531	0.24
IDI2	-6.64385619	0.92
IDI2-AS1	1.410272261	0.93
IDI1	1.837488399	0.27
WDR37	2.437832352	0.1
LINC00200	-4.232754518	0.99
ADARB2	-5.98951602	0.18
RP11-118K6.3	-3.128048736	0.07
PFKP	4.143715154	0.61
PITRM1	3.266528119	0.94
PITRM1-AS1	-4.281554545	0.24
KLF6	2.270734413	0.05
RP11-464C19.3	-0.464719134	0.87
LINC00702	2.62164654	0.58
LINC00704	-4.593396549	0.79
AKR1E2	-0.496260268	0.24
AKR1C1	-1.844480644	0.93
AKR1C2	-2.038282795	0.95
AKR1C3	-0.747187394	0.63
AKR1C5P	-3.196672638	0.03
AKR1C8P	-2.77829008	0.46
RP11-445P17.8	-6.64385619	0
AKR1C7P	-6.64385619	0.7
TUBAL3	-3.696900939	0.95
NET1	1.755795672	0.55
CALML3-AS1	-4.821481979	0.35
ASB13	0.62004802	0.24
FAM208B	2.600599874	0.94
GDI2	3.790046373	0.38
RP11-318E3.9	-2.129100829	0.01
ANKRD16	-0.005540845	0.64
FBXO18	3.193268882	0.63
RP11-536K7.3	-5.297737784	0.04
IL15RA	-0.370121214	1
IL2RA	-1.35869436	0.93
RBM17	2.194726162	0.4
PFKFB3	0.516019732	0.58
RN7SKP78	-2.323887465	0.76
RP11-563J2.2	-2.587219137	0.98
RP11-563J2.3	-2.270559687	0.84
PRKCQ	-3.944925839	0.77
PRKCQ-AS1	-6.64385619	0.77
LINP1	-0.582195839	0.06
LINC00706	-6.64385619	0.43
LINC00707	-3.496375924	0.28
SFMBT2	1.251074816	0.52
COX6CP17	1.197170954	0.34
ITIH5	1.322631069	0.95
KIN	0.252518385	0.12
ATP5C1	6.470777704	0.93
TAF3	0.938924936	0.14
GATA3-AS1	-6.64385619	0.78
GATA3	-2.3549743	0.44
SFTA1P	-6.64385619	0.91
CELF2	3.173643941	0.93
RP1-251M9.2	-0.806502955	0.55
USP6NL	0.403496802	0.77
ECHDC3	2.59205316	0.54
PROSER2	-4.541459312	0.21
PROSER2-AS1	-3.937118444	0.11
UPF2	2.168216563	0.66
DHTKD1	2.7427461	0.77
SEC61A2	0.769574007	0.65
NUDT5	0.491937149	0
CDC123	2.809850741	0.34
CAMK1D	-1.808774044	0.68
CCDC3	-0.242182989	0.2
RNA5SP300	-6.64385619	0.14
OPTN	3.648395986	0.73
MCM10	-5.569194493	0.55
PHYH	4.072098645	0.49
SEPHS1	1.317806232	0.44
BEND7	-0.230818602	0.71
PRPF18	1.593877898	0.21
RP11-295P9.3	0.146909654	0.21
FRMD4A	0.868103228	0.96
FAM107B	-0.669108583	0.66
CDNF	-1.481380738	0.23
HSPA14	1.401504923	0.92
RP11-398C13.6	-1.680519047	1
SUV39H2	0.316660442	0.64
DCLRE1C	-0.389383626	0.37
OR7E115P	-6.64385619	0.96
DCLRE1CP1	-6.64385619	0.77
C10orf111	-4.467517003	0.32
RPP38	0.470388898	0.86
NMT2	1.206527377	0.11
PPIAP30	-0.279723154	0.96
FAM171A1	0.702244571	0.51
ITGA8	-0.315733478	0.23
FAM188A	2.133207828	0.35
PTER	1.492321673	0.73
RSU1	2.25552478	0.24
RP11-197M22.2	-0.91764697	0.94
CUBN	-2.477718303	0.44
RP11-406H21.2	-6.64385619	0.42
TRDMT1	-0.580780159	0.84
VIM-AS1	-2.930688608	0.11
VIM	4.902450235	0.01
ST8SIA6	0.989241814	0.62
ST8SIA6-AS1	-6.64385619	0.99
HACD1	3.447965738	1
STAM-AS1	-1.91185998	0.67
STAM	3.1224667	0.47
TMEM236	-2.509384434	0.18
MRC1	1.35814921	0.17
SLC39A12	-6.64385619	0.32
CACNB2	3.396667347	0.96
RP11-499P20.2	-2.059840191	0.45
RP11-383B4.4	-1.157594943	0.48
NSUN6	1.044406736	0.19
ARL5B	1.750063786	0.27
MALRD1	-3.173948361	0.81
RP11-354E11.2	-3.919243838	0.61
MTND2P16	-6.64385619	0.84
PLXDC2	2.417884392	0.32
AMD1P1	-6.64385619	0.19
NEBL	7.394876675	0.24
C10orf113	-0.328966474	0.21
CASC10	-2.011026061	0.39
SKIDA1	-0.093082029	0.35
MLLT10	2.452686723	0.78
DNAJC1	1.642458141	0.53
RP11-399C16.3	-1.651317462	0.04
RP11-573G6.4	-0.96246307	0.65
RP11-573G6.6	-1.045593051	0.07
COMMD3	1.132713572	0.14
BMI1	1.706661534	0.98
PIP4K2A	1.051927541	0.06
RP11-142L16.2	0.309766811	0.33
MSRB2	3.786566639	0.46
C10orf67	-3.514369433	0.42
RP11-371A19.2	-2.231643937	0.15
OTUD1	2.623075733	0.76
KIAA1217	2.006647906	0.48
NUP35P1	-3.761989394	0.58
AC063961.1	1.781590561	0.43
MIR603	0.907652252	0.2
ARHGAP21	2.432851354	0.8
PRTFDC1	-0.209431006	0.26
ENKUR	-6.64385619	0.86
THNSL1	0.324639443	0.89
GPR158	-4.349724473	0.16
MYO3A	-5.847378933	0.1
APBB1IP	-2.772025579	0.94
PDSS1	0.164791237	0.22
HSPA8P3	-1.646547997	1
ABI1	2.471341951	0.58
RNU6-946P	-0.801213737	0.82
ANKRD26	2.284678727	0.7
RNU6-490P	-6.64385619	0.51
YME1L1	3.679063576	0.16
MASTL	-0.432228837	0.22
ACBD5	3.448175311	0.89
LRRC37A6P	-2.299966739	0.84
ARMC4P1	-3.630730527	0.68
RAB18	3.305895072	0.31
MKX	-4.666097931	0.59
ARMC4	-4.045431862	0.56
MPP7	1.771713362	0.57
WAC-AS1	1.139848824	0.03
WAC	2.890559191	0.81
BAMBI	2.05507734	0.43
SVIL-AS1	1.348544708	0.69
SVIL	6.66417257	0.46
MIR604	1.365911248	0.2
MIR938	1.131415293	0.14
KIAA1462	2.361709311	0.26
RP11-305E6.4	-1.885656142	0.05
MTPAP	1.133750764	0.58
MAP3K8	0.415349212	0.2
SVILP1	0.268705498	0.73
ZNF438	1.909579009	0.06
RP11-330O11.3	-0.963586192	0.49
DDX10P1	-0.28362553	0.71
RP11-192P3.4	-2.792720556	0.52
ZEB1-AS1	-0.574648307	0.52
ZEB1	4.038796665	0.77
SPTLC1P1	-2.05191634	0.1
RP11-472N13.3	-6.64385619	0.56
ARHGAP12	2.91242929	0.82
RN7SL825P	-2.22080952	0.47
KIF5B	5.422960624	0.96
EPC1	1.619738509	0.53
CCDC7	1.286204249	0.49
C1DP1	-2.643100914	0.23
AL356053.1	0.252643073	0.05
RP11-479G22.8	-0.745120116	0.55
ITGB1	5.652672038	0.9
RP11-462L8.1	-1.457943897	0.73
NRP1	3.587009849	0.86
RP11-342D11.2	-6.64385619	0.05
RN7SL398P	2.091429846	0.57
RP11-90B22.1	-1.026950217	0.04
PARD3	2.505715546	0.93
TCEB2P4	-2.225463787	0.34
RPL37P18	0.323581946	0.18
RPS12P16	0.839056648	0.87
CUL2	2.274860333	0.11
CREM	2.103537606	0.34
RNU7-77P	2.332795792	0.9
ATP6V1G1P4	0.856790861	0.02
RP11-324I22.3	0.993569997	0.81
CCNY	2.579465676	0.97
RP11-324I22.4	-0.20992075	0.38
FZD8	0.487811203	0.54
NAMPTP1	0.628485238	0.92
ANKRD30A	-6.64385619	0.17
RP11-258F22.1	-2.478132068	0.79
ZNF33BP1	-1.087541882	0.83
ZNF248	1.621575078	0.96
TLK2P2	-0.289756042	0.14
RP11-162G10.5	-2.679583295	0.26
ZNF25	2.711377272	0.84
ZNF33A	2.358028782	0.34
ZNF37A	0.904348359	0.78
RP11-508N22.12	-2.467179586	0.27
HSD17B7P2	-1.597288108	0.23
SEPT7P9	-3.18151507	0.99
RP11-291L22.9	-2.429295526	0.21
RP11-313J2.1	-1.303565366	0.48
LINC00839	-4.803222847	0.79
ZNF37BP	0.096124818	0.47
EIF3LP2	-1.694079871	0.05
ZNF33B	1.227384177	0.79
BMS1	2.101007351	0.21
RET	-3.957994336	0.08
RP11-351D16.3	-6.64385619	0.08
CSGALNACT2	1.854825781	0.23
RASGEF1A	-3.19300906	0.24
HNRNPF	3.248855053	0.7
RP11-517P14.2	-0.821878273	0.75
ZNF487	-0.463208583	0.39
RP11-517P14.7	-3.289780189	0.27
ZNF239	-1.632138061	0.32
ZNF485	-1.276736943	0.07
ZNF32	2.920811154	0.47
LINC00619	-3.96981811	0.62
LINC00840	-1.810573537	0.37
RP11-20J15.3	-0.75698976	0.25
C10orf142	-3.112767443	0.39
CXCL12	3.298499909	0.32
TMEM72-AS1	-3.301661752	0.84
RP11-285G1.2	-2.497125125	0.27
RP11-285G1.14	-6.64385619	0.56
RASSF4	2.666344526	0.4
C10orf10	1.162100312	0.38
C10orf25	-2.027857146	0.42
ZNF22	2.355753313	0.23
CEP164P1	-5.390016436	0.94
RSU1P2	-6.64385619	0.05
ALOX5	-1.584219728	0.6
RP11-67C2.2	-1.882651947	0.63
MARCH8	1.816911976	0.66
ZFAND4	0.894622051	0.34
AGAP10P	-6.64385619	0.47
FAM21C	0.944998596	0.33
AGAP4	-1.981987384	0.74
PARGP1	1.876003615	0.43
TIMM23	4.192034125	0.63
NCOA4	5.619455987	0.28
AGAP7P	-6.64385619	0.07
AGAP14	-6.64385619	0.28
ANXA8L1	-5.763821918	0.28
SYT15	-5.761890437	0.16
CTSLP2	-6.64385619	0.18
BMS1P1	-1.251287152	0.36
FRMPD2B	-6.64385619	0.05
PTPN20	1.022782838	0.81
GDF10	-6.64385619	0.83
ZNF488	-3.661425257	0.55
ANXA8	-6.64385619	0.48
AGAP9	-0.955902757	0.64
RP11-144G6.12	-4.407258894	0.31
BMS1P2	-1.931218157	0.55
CTSLP2	-0.68379705	0.09
ABC7-42404400C24.1	-5.579101117	0.65
AGAP12P	-6.64385619	0.42
BMS1P7	-6.64385619	0.93
PTPN20CP	-2.82459495	0.04
FRMPD2	-6.64385619	0.84
MAPK8	1.356252569	0.86
RP11-541M12.6	-4.62968654	0.57
ARHGAP22	-1.999073468	0.22
ARHGAP22-IT1	-1.906498939	0.71
RP11-541M12.3	-0.975324396	0.27
WDFY4	-4.753791983	0.37
WDFY4	-3.773125139	0.15
RP11-563N6.6	-6.64385619	0.89
LRRC18	-3.562785567	0.7
RP11-523O18.5	-2.138351299	0.37
VSTM4	1.829153272	0.83
C10orf128	1.337398276	0.2
C10orf71-AS1	1.331173161	0.38
C10orf71	4.90922652	0.95
ERCC6	0.778271217	0.45
OGDHL	-0.359462901	0.98
PARG	2.15210007	0.19
TIMM23B	-0.004139484	0.71
LINC00843	-1.203277691	0.03
AGAP6	-0.928211789	0.84
FAM21EP	-3.255967105	0.9
FAM21A	1.224826399	0.72
ASAH2	-4.015650943	0.33
DYNC1I2P1	-0.734891914	0.62
SGMS1	1.661398551	0.26
RP11-521C22.2	-4.379577597	0.61
SGMS1-AS1	-1.380636222	0.77
ASAH2B	-1.418711046	0.23
PRKG1	3.015635763	0.07
MIR605	-6.64385619	0.64
RP11-539E19.2	2.558888164	0.6
RSU1P3	2.189705051	0.95
CSTF2T	2.558033271	0.2
DKK1	-3.441447389	0.48
PCDH15	-4.593182769	0.71
RP11-264A11.1	1.810486177	0.27
ZWINT	-1.922942608	0.12
IPMK	0.019246284	0.95
TPT1P10	-0.434709096	0.07
CISD1	3.766583692	0.23
UBE2D1	2.982251718	0.61
TFAM	1.374600922	0.16
BICC1	1.457863632	0.7
FAM133CP	0.274789469	0.77
LINC00844	0.199589241	0.99
PHYHIPL	-4.662683107	0.32
FAM13C	0.228314844	0.54
SLC16A9	-0.181419948	0.48
CCDC6	1.608465446	0.85
ANK3	3.715842448	0.16
CDK1	-2.912831444	0.77
RHOBTB1	2.571049932	0.81
TMEM26	-5.185983518	0.93
C10orf107	-4.448308923	0.31
ARID5B	2.906175534	0.05
RTKN2	-5.937304744	0.68
RN7SL591P	-6.64385619	0.28
ZNF365	-3.588177129	0.78
RP11-436D10.3	-2.431375494	0.72
ADO	2.059579945	0.77
EGR2	-1.500399535	0.64
NRBF2	0.785629819	0.37
JMJD1C	3.417737065	0.84
MIR1296	0.983606675	0.19
JMJD1C-AS1	-3.316347912	0.43
REEP3	2.103731948	0.01
LINC01515	-1.964320217	0.06
CTNNA3	4.100323457	0.01
MIR7151	0.022277406	0.23
DNAJC12	-1.396702411	0.4
RN7SL394P	-2.202025898	0.94
RP11-57G10.8	-6.64385619	0.79
SIRT1	2.079224856	0.85
HERC4	1.915167073	0.4
RPS3AP38	0.437507822	0.22
RN7SL220P	0.695012244	0.8
POU5F1P5	-0.42751735	0.06
MYPN	5.820347379	0.54
RN7SKP202	0.878367028	0.53
PBLD	-0.402419287	0.33
HNRNPH3	2.43594128	0.75
RUFY2	1.086239509	0.96
DNA2	-0.880846359	0.53
SLC25A16	1.10850902	0.63
TMEM14DP	-2.435337087	0.86
TET1	0.625762707	0.04
COX20P1	-6.64385619	0.82
RPS3AP37	-1.011853141	0.59
RP11-119F7.5	-1.049291682	0.84
CCAR1	2.445435948	0.37
MIR1254-1	-0.662011033	0.2
STOX1	-2.231643937	0.67
DDX50	2.343453442	0.09
DDX21	3.084601171	0.71
KIF1BP	2.727973618	0.82
