	fc	p
CSRP3	8.662286875	0.92
RP11-428C19.4	-0.27146092	0.09
RP11-428C19.5	-0.405718489	0.5
NAV2	2.150246406	0.52
NAV2-IT1	-2.951914235	0.62
RP11-359E10.1	-0.779517419	0.17
NAV2-AS3	-6.64385619	0.41
NAV2-AS2	3.138396271	0.75
RP11-371I20.2	-3.462016388	0.99
HTATIP2	-0.269351367	0.99
RP11-17A1.3	-1.947808087	0.77
RP11-266A24.1	-2.288947237	0.44
THAP12P4	-6.64385619	0.46
LUZP2	-5.037424162	0.03
CTD-2507G9.1	-2.962391899	0.25
FIBIN	1.806025474	0.91
BBOX1-AS1	-4.15878911	0.57
CCDC34	-1.732545651	0.72
RP11-159H22.2	-6.64385619	0.69
BDNF-AS	-0.640451924	0.58
RP11-587D21.1	-1.025072056	0.9
RP11-587D21.4	-6.64385619	0.82
HSP90AA2P	-1.812264981	0.39
METTL15	0.192215675	0.98
RP11-22P4.2	-2.543417038	0.36
LINC01616	0.231843043	0.04
ARL14EP	1.928944492	0.72
MPPED2	0.136648033	0.56
DCDC1	-5.705062109	0.65
IMMP1L	0.401283827	0.94
RCN1	0.597529134	0.23
WT1-AS	-1.623116316	0.99
PRRG4	-3.728115434	0.11
QSER1	2.476151285	0.58
TCP11L1	0.180825429	0.19
LINC00294	0.343956842	0.8
HIPK3	5.435804484	0.7
KIAA1549L	-4.208705396	0.33
FBXO3	2.084740028	0.87
CAPRIN1	3.940941769	0.1
ABTB2	0.946278386	0.97
RP1-145M24.1	0.65647279	0.77
EHF	-3.058319676	0.77
RP11-350D17.3	-6.64385619	0.88
RP1-68D18.2	-3.38531839	0.24
PAMR1	0.368158856	0.53
FJX1	-2.454965163	0.42
TRIM44	2.752065827	0.64
LDLRAD3	-0.760581532	0.67
RP11-1110F20.1	-2.681216947	0.77
PRR5L	-1.86532472	0.66
RP11-514F3.5	-6.64385619	0.12
C11ORF74	2.809283126	0.71
RP11-454H19.2	-5.555396343	0.32
LRRC4C	-2.575996674	0.29
HNRNPKP3	-6.64385619	0.58
API5	2.206371104	0.81
TTC17	2.128628964	0.85
RP11-484D2.4	1.725489228	0.37
RP11-484D2.3	1.261956926	0.38
RP11-472I20.4	-1.97885917	0.07
SEC14L1P1	-0.977271143	0.46
RP11-613D13.4	-2.176958354	0.54
C11ORF96	-0.631227968	0.84
ACCS	0.12037492	0.96
CTD-2609K8.3	-2.836197449	0.68
ALX4	-3.582949341	0.98
CD82	0.132804466	0.02
RP11-45A12.1	-6.64385619	0.84
TSPAN18	3.500064659	0.23
TP53I11	0.808526277	0.11
PRDM11	-0.171819614	0.25
SYT13	-1.795425244	0.56
RP11-430H10.1	-4.2183953	0.31
DKFZP779M0652	-0.40791366	0.75
CRY2	4.187225215	0.1
MAPK8IP1	-0.315791077	0.61
C11ORF94	-6.64385619	0.79
LARGE2	-6.64385619	0.77
RP11-425L10.1	1.419724061	0.91
HARBI1	-0.794307597	0.01
ZNF408	-0.36873392	0.26
SNORD67	1.447702646	0.52
C11ORF49	-0.162596607	0.89
RP11-390K5.6	0.08557345	0.93
RP11-390K5.1	-1.542310081	0.25
ACP2	1.334005943	0.66
RP11-125F14.2	-1.67491607	0.29
RP11-750H9.5	-2.53429104	0.37
SLC39A13	1.372791879	0.13
RAPSN	-2.579638994	1.0
CELF1	2.771604832	0.07
RP11-750H9.7	-0.231302732	0.72
KBTBD4	1.488306542	0.55
RP11-76I23.7	-6.64385619	0.96
FAM180B	-3.366821548	0.5
C1QTNF4	-4.434146374	0.03
MTCH2	3.355537119	0.36
FNBP4	2.728219053	0.59
RP11-347H15.5	-6.64385619	0.89
RP11-574M7.1	-4.36213075	0.67
RPL5P29	-2.786127152	0.2
LRRC55	-4.952120896	0.76
SLC43A3	0.308997197	0.48
RTN4RL2	-6.64385619	0.6
TIMM10	2.582318379	0.72
AP000662.4	-5.121814133	0.41
YPEL4	-3.255747693	0.72
ZDHHC5	2.915475854	0.8
TMX2	3.127696959	0.57
SELENOH	1.691329294	0.7
RP11-691N7.6	-3.132595781	0.52
RP11-659P15.1	-4.576128588	0.93
EIF4A2P3	-3.895645654	0.01
LPXN	0.804381552	0.3
ZFP91	3.30798205	0.76
CMB9-55A18.1	-6.64385619	0.26
AP001350.4	-0.981802954	0.15
FAM111B	-5.286678698	0.18
AP001258.4	-2.37719163	0.88
FAM111A	0.337192998	0.37
MPEG1	0.150801986	0.42
AP000442.1	-3.483800475	0.15
AP000640.10	-2.211451248	0.49
MS4A2	-4.303379672	0.94
MS4A6A	-0.030732892	0.33
MS4A4E	-0.759072045	0.09
MS4A4A	-0.498916037	0.19
MS4A7	0.606446866	0.96
MS4A14	-1.428721622	0.21
MS4A1	-6.64385619	0.29
CCDC86	0.59968941	0.5
RP11-881M11.2	-1.69925958	0.48
TMEM109	2.969967574	0.01
TMEM132A	-1.620075788	0.23
CD6	-5.634759947	0.92
CD5	-4.397061958	0.49
AP000437.3	-4.68271381	0.42
VWCE	-5.481731312	0.83
CYB561A3	-1.291440985	0.08
TMEM138	-0.002232843	0.49
RP11-286N22.6	-1.026145603	0.89
RP11-286N22.8	-1.631209102	0.26
SDHAF2	1.048187733	0.53
RN7SL23P	0.146623978	0.56
PPP1R32	-1.466151728	0.91
LRRC10B	-3.449000946	0.71
RP11-286N22.16	-2.787628695	0.07
RP11-794G24.1	-0.987736615	0.59
RP11-855O10.2	-4.808545018	0.57
RPLP0P2	-5.29706625	0.57
MYRF	-5.997765336	0.38
TMEM258	1.220655738	0.81
FADS3	1.71989263	0.02
RP11-810P12.7	-4.456305633	0.86
SCGB1D2	-2.881558728	0.69
RCC2P6	-3.514574624	0.29
AHNAK	6.712194249	0.48
RP11-864I4.1	-4.479456498	0.0
TUT1	-0.69900409	0.83
EML3	-0.300002235	0.06
ROM1	-2.688812963	0.76
C11ORF98	-2.775565825	0.08
LBHD1	-1.370112102	0.95
METTL12	-1.434721223	1.0
UQCC3	-0.386845537	0.36
LRRN4CL	0.675467521	0.62
HNRNPUL2-BSCL2	-4.638122035	0.56
BSCL2	-2.376329502	0.86
HNRNPUL2	1.209485325	0.46
TTC9C	0.593297709	0.52
ZBTB3	0.101956544	0.05
RP11-727F15.11	-0.984063318	0.47
TMEM223	1.533251038	0.28
RP11-727F15.12	-0.638019909	0.74
RP11-727F15.13	-0.639880066	0.65
RNU6-118P	0.254610202	0.45
RP11-727F15.9	-3.492199354	0.13
WDR74	0.397221735	0.61
SNHG1	1.730764181	0.48
SNORD30	-6.64385619	0.44
LGALS12	-3.984903756	0.05
ATL3	2.105948049	0.84
C11ORF95	0.295397302	0.71
C11ORF84	0.470528051	0.72
MARK2	1.680818017	0.4
RCOR2	-0.952264651	0.14
NAA40	1.52542392	0.17
RNU6-45P	0.186161223	0.29
MACROD1	2.546977172	0.97
RP11-21A7A.3	-1.622445645	0.42
TRPT1	2.400253601	0.82
NUDT22	1.199265004	0.21
RP11-783K16.14	-3.002171986	0.58
DNAJC4	1.298844184	0.24
FKBP2	3.141992226	0.61
PPP1R14B	1.294259946	0.99
RP11-783K16.5	-3.170570049	0.65
RP11-783K16.13	-2.722969118	0.91
GPR137	-0.752122321	0.97
CCDC88B	-3.166321665	0.33
PYGM	2.753753681	0.16
AP001462.6	-2.801062395	0.73
MAP4K2	-0.522348669	0.29
CDC42BPG	-5.653166417	0.82
ATG2A	0.260958485	0.64
BATF2	-2.038847176	0.44
SNX15	-3.381905281	0.9
SAC3D1	-1.660018108	0.01
NAALADL1	-1.768730541	0.47
CDCA5	-3.806184274	0.28
ZFPL1	0.5900885	0.05
AP003068.9	-6.64385619	0.97
ZNHIT2	-0.825292749	0.3
RP11-399J13.2	-3.55251129	0.11
AP003068.18	-1.908860443	0.9
AP003068.23	-0.779220563	0.08
CDC42EP2	1.17738313	0.18
DPF2	1.364606747	0.79
TIGD3	-4.644328057	0.99
SLC25A45	-1.159032206	0.56
FRMD8	0.419335548	0.78
NEAT1	6.929605631	0.61
MASCRNA-MENRNA	-6.64385619	0.29
CMB9-22P13.1	-1.512581446	0.79
MALAT1	10.13534765	0.71
AP000769.1	-1.102728274	0.69
SCYL1	2.373246132	0.94
SSSCA1-AS1	-2.596500717	0.4
SSSCA1	0.759251837	0.89
FAM89B	0.27506982	0.66
EHBP1L1	2.439597979	0.44
PCNX3	0.456570462	0.12
RNASEH2C	0.611385652	0.59
AP5B1	0.187349687	0.2
SNX32	-5.309703933	0.77
FIBP	2.052626733	0.77
CCDC85B	1.301306601	0.6
C11ORF68	2.031064512	0.39
EIF1AD	1.232266726	0.68
BANF1	0.9931733	0.33
CST6	-6.64385619	0.63
GAL3ST3	-3.220638853	0.13
RP11-755F10.1	-1.10183956	0.32
RP11-755F10.3	-1.127382969	0.52
RP11-867G23.1	-1.932828513	0.89
TMEM151A	-6.64385619	0.59
CD248	-0.432115035	0.58
RP11-867G23.8	-1.31553257	0.38
RP11-867G23.10	-6.64385619	0.85
NPAS4	-6.64385619	0.76
PELI3	-0.609454742	0.18
CTD-3074O7.5	-2.215470096	0.22
DPP3	0.308969818	0.21
ZDHHC24	-1.142665429	0.98
CCDC87	-5.02338786	0.11
RBM14-RBM4	-0.639053635	0.68
RBM4B	-0.389679521	0.61
RP11-658F2.8	0.920681497	0.1
C11ORF80	-1.744449092	0.08
LRFN4	-0.402199065	0.39
ANKRD13D	-0.371622573	0.44
SSH3	0.521125731	0.21
CTC-1337H24.3	-2.065096599	0.51
RN7SKP239	-2.22080952	0.39
CTC-1337H24.4	-2.980516384	0.21
RPS6KB2	0.135036149	0.53
CORO1B	-0.006704904	0.99
CABP4	-4.577870625	0.56
TMEM134	-0.65599902	0.18
CDK2AP2	2.026474864	0.37
DOC2GP	-3.004274698	0.66
RP11-655M14.13	-2.134089897	0.16
NUDT8	-0.422219897	0.62
FAM86C2P	-3.983833371	0.04
RP11-119D9.1	-5.308825365	0.01
UNC93B1	-1.741373891	0.02
RP11-802E16.3	-1.123012493	0.78
CTD-2655K5.1	-1.639362177	0.01
KMT5B	2.14189318	0.43
C11ORF24	1.850371362	0.12
LRP5	2.457153204	0.45
TESMIN	-5.619287722	0.25
RP11-757G1.6	-3.282593664	0.41
IGHMBP2	0.139974514	0.31
RP11-554A11.4	-4.133176548	0.28
MRGPRF	-1.758139185	0.23
RP11-554A11.7	-1.732171972	0.86
ORAOV1	-0.682355169	0.91
RP11-626H12.1	-6.64385619	0.09
RP11-626H12.2	-3.338517826	0.46
CTA-797E19.1	-1.756615498	0.86
AP000487.5	-2.970192184	0.93
RP11-660L16.2	-0.020360898	0.92
FAM86C1	-2.099694148	0.37
ALG1L9P	-4.545077668	0.46
RP11-849H4.2	-1.132319511	0.76
RNF121	1.040291363	0.46
NUMA1	2.967389702	0.78
RP11-849H4.4	-3.187415211	0.86
FOLR1	-6.64385619	0.97
FOLR2	0.97819012	0.21
CLPB	1.194135956	0.75
ARAP1	1.632873881	0.52
STARD10	0.475127769	0.16
ATG16L2	-0.076693634	0.56
FCHSD2	2.728392374	0.23
RP11-800A3.4	0.340935602	0.24
RP11-800A3.7	-4.454977644	0.94
RELT	-1.539432729	0.69
FAM168A	2.274112689	0.61
RP11-809N8.4	-0.899248825	0.87
RP11-809N8.5	2.269598352	0.58
PLEKHB1	-0.128051701	0.23
RN7SKP243	-2.284513311	0.59
COA4	2.133768755	0.91
PAAF1	0.509840228	0.36
AP000577.2	-0.670119583	0.94
AP001372.2	-0.222560065	0.0
RANP3	-6.64385619	0.84
CHRDL2	-3.523159647	0.57
RP11-864N7.2	0.982407013	0.51
RNF169	1.976577743	0.9
XRRA1	1.655744513	0.32
AP000560.3	1.21098241	0.95
RN7SL239P	-0.296103581	0.79
RP11-147I3.1	-2.272914312	0.57
CTD-2562J17.6	0.776672467	0.3
SNORD15B	3.973913095	0.16
KLHL35	-4.880989175	0.54
CTD-2530H12.4	-1.795681971	0.47
MAP6	-0.431394405	0.22
CTD-2530H12.8	-6.64385619	0.42
CTD-2530H12.2	-3.614311363	0.19
RP11-535A19.2	-6.64385619	0.87
RP11-263C24.1	-0.141336356	0.04
THAP12	0.769239865	0.89
RP11-111M22.2	-2.191278305	0.01
RP11-111M22.4	-1.372200638	0.2
RP11-111M22.5	-3.396277758	0.09
RP11-111M22.3	2.114693457	0.77
EMSY	1.326971899	0.17
RP11-672A2.5	-3.644720362	0.45
RP11-672A2.4	-1.393220985	0.46
AP001189.4	-4.256776741	0.33
LRRC32	1.441564756	0.55
TSKU	-0.298174757	0.41
RP11-21L23.2	-3.887466786	0.88
GDPD4	-6.64385619	0.09
PAK1	0.008834936	0.74
RSF1-IT2	0.241916695	0.13
FTH1P16	-0.845544494	0.88
RSF1-IT1	-3.245168092	0.39
AP000580.1	-0.955705185	0.12
AAMDC	2.102708791	0.1
RP11-91P24.7	-6.64385619	0.99
RP11-91P24.5	-1.158448498	0.62
RP11-91P24.6	-1.920215995	0.1
RP11-91P24.1	-6.64385619	0.05
RP11-91P24.3	-6.64385619	0.6
KCTD14	-2.879468887	0.17
KCTD21-AS1	-2.668088477	0.43
KCTD21	0.471436056	0.33
USP35	-0.714225915	0.0
GAB2	2.470792822	0.67
RP11-452H21.4	-1.149030217	0.37
TENM4	-1.514952179	0.98
FAM181B	-5.300416761	0.22
DDIAS	-5.552964936	0.58
RAB30	1.398397271	0.23
RP11-113K21.1	0.351336107	0.64
RAB30-AS1	1.182908146	0.38
RP11-113K21.6	0.56393669	0.91
RP11-727A23.4	-0.427910578	0.04
RP11-727A23.5	0.838415903	0.37
PCF11-AS1	-0.175346599	0.91
ANKRD42	-0.569193374	0.63
CCDC90B	0.767254988	0.13
RP11-727A23.10	-4.253908496	0.21
RP11-160H12.3	-3.550922374	0.13
LDHAL6DP	-6.64385619	0.27
HNRNPA1P72	-2.34243012	0.45
AP000857.2	1.878406687	0.18
HNRNPCP6	0.963136934	0.58
RP11-882I15.1	-0.440436091	0.95
RP11-482L11.1	0.543661897	0.24
TMEM126A	3.048591356	0.38
CREBZF	2.676306664	0.84
CCDC89	-1.693832723	0.99
SYTL2	-0.556610052	0.53
RP11-700A24.1	-2.629003968	0.62
RP11-320L11.2	-0.144911861	0.14
SETP17	-3.576082651	0.48
CCDC81	-2.679880479	0.48
RP11-762L8.6	0.366025966	0.38
CTD-2005H7.1	-0.497554317	0.49
CTD-2005H7.2	0.123704719	0.61
PRSS23	-0.055951181	0.87
OR7E13P	-1.861431922	0.84
AP000654.4	-2.627301805	0.08
OR7E2P	-3.682845845	0.73
RP11-736K20.5	1.62347951	0.25
RP11-736K20.4	1.277443296	0.46
RP11-736K20.6	0.069687221	0.03
TMEM135	1.101023819	0.22
RP11-648O15.2	-0.811772168	0.61
RAB38	-6.64385619	0.81
CTSC	-0.865555384	0.31
RP11-796A5.4	-6.64385619	0.79
AP000648.5	-4.765196673	0.09
CHORDC1	1.100811806	0.06
RP11-121L10.2	-3.621057247	0.56
DISC1FP1	-4.286594154	0.21
TUBAP2	-2.343562639	0.52
FAT3	-4.13441104	0.82
RP11-755E23.2	-2.809938961	0.05
SMCO4	0.667793041	0.26
RP11-288E14.2	3.302161838	0.9
CEP295	1.507921034	0.69
SCARNA9	4.406244206	0.25
RP11-178H8.7	-1.091130189	0.03
SNORD6	1.729424493	0.51
C11ORF54	1.558444058	0.23
VSTM5	-4.595957866	0.33
MRE11	0.967902437	0.28
RP11-685N10.1	0.443584484	0.6
ANKRD49	0.567110438	0.6
PIWIL4	-1.296522603	0.78
RP11-867G2.8	-3.149496547	0.62
RP11-867G2.4	-2.481953123	0.96
SRSF8	1.521506567	0.26
BUD13P1	-1.268135619	0.52
RP11-712B9.5	-1.605315486	0.52
RP11-712B9.2	-3.906070199	0.59
FAM76B	0.452128391	0.06
CCDC82	1.43573421	0.06
JRKL	0.775037506	0.55
CNTN5	-6.64385619	0.44
RN7SKP115	-1.356036185	0.36
TMEM133	0.945124452	0.29
RP11-788M5.4	-0.415272347	0.58
RP11-788M5.3	-1.145589388	0.31
RP11-748H22.1	-4.818212493	0.32
ANGPTL5	-1.917093044	0.79
CEP126	-0.63607058	0.81
C11ORF70	-3.673376288	0.88
TMEM123	3.485640345	0.9
RP11-315O6.1	-3.36308689	0.59
RP11-690D19.3	-0.824692355	0.7
MTCO3P15	-3.118903102	0.52
MTATP6P15	-2.694210964	0.92
MTCO2P15	-6.64385619	0.65
MTCO1P15	-4.335345501	0.65
MTND2P26	-6.64385619	0.4
MTND1P36	-3.74740876	0.43
RP11-563P16.1	-6.64385619	0.35
RP11-693N9.1	-0.333599142	0.93
CASP12	-4.513536237	0.73
RP11-693N9.2	-2.010768913	0.57
CASP5	-4.383889534	0.55
CARD16	-0.872655858	0.22
RP11-94P11.4	-2.780102977	0.68
MSANTD4	2.233263212	0.09
KBTBD3	0.713478672	0.79
RP11-819M15.1	-2.547955826	0.09
RP11-382M14.1	-3.225375078	0.82
RP11-819C21.1	-0.6187664	0.43
CWF19L2	2.15091607	0.78
SMARCE1P1	-0.37132243	0.1
ELMOD1	-3.799524843	0.1
SLC35F2	-1.890523639	0.17
RAB39A	-2.054185128	0.04
NPAT	1.544471493	0.92
C11ORF65	-2.104261009	0.4
KDELC2	1.220368006	0.26
EXPH5	-2.857480951	0.14
DDX10	0.448744107	0.95
C11ORF87	-5.625659678	0.84
ZC3H12C	1.929479786	0.5
COLCA1	-4.731788809	0.35
COLCA2	-3.358088786	0.05
POU2AF1	-6.64385619	0.16
LAYN	-1.087541882	0.12
SIK2	2.582652495	0.82
RN7SKP273	-1.342667444	0.93
RP11-108O10.2	-3.677173764	0.81
ALG9-IT1	-3.348028322	0.53
FDXACB1	-2.955291761	0.2
C11ORF1	-0.216860872	0.88
RPL37AP8	-0.586837306	0.26
HSPB2	-0.63775397	0.62
C11ORF52	-3.69829673	0.87
DIXDC1	1.762222544	0.15
RP11-708L7.6	-2.341013085	0.4
DLAT	4.661062115	0.1
PIH1D2	-1.321230091	0.41
C11ORF57	0.763730558	0.49
KCTD9P4	2.052948694	1.0
MRPS36P4	1.508158981	0.52
RP11-356J5.13	-1.030074837	0.43
RP11-356J5.12	1.144236774	0.26
RP11-629G13.1	-2.91926269	0.25
NCAM1	4.388347089	0.14
TTC12	0.798815111	0.91
RP11-159N11.4	-1.771942912	0.52
ANKK1	-6.64385619	0.74
TMPRSS5	-1.826347906	0.51
RP11-667M19.2	-3.146135249	0.23
ATF4P4	-3.910670837	0.26
RP11-667M19.9	0.772912043	0.87
C11ORF71	0.575395455	0.98
RBM7	0.201764086	0.62
REXO2	3.263147943	0.34
RP11-212D19.5	0.399583523	0.99
RP11-172C16.5	-6.64385619	0.95
NXPE1	-6.64385619	0.91
RP11-172C16.4	-4.268166409	0.16
NXPE2	-3.748075726	0.35
AP000462.2	-6.64385619	0.9
AP000997.3	-2.7951096	0.72
LINC00900	-3.540272658	0.51
BUD13	1.761006728	0.43
ZPR1	0.538448189	0.19
APOA1	5.628038875	0.15
APOA1-AS	-3.093391099	0.49
SIK3	1.991678678	0.08
AP000936.1	0.515627721	0.55
RP11-109L13.1	-1.407389608	0.39
SIDT2	0.986191804	0.45
TAGLN	2.851722978	0.87
PCSK7	0.543270722	0.41
AP000892.6	-2.474555513	0.73
RNF214	1.776479065	0.24
BACE1-AS	1.414985797	0.38
CMB9-94B1.2	-0.814399319	0.8
AP000711.1	-2.820216131	0.37
RP11-728F11.4	-6.64385619	0.32
TMPRSS13	-6.64385619	0.96
TMPRSS4-AS1	-6.64385619	0.08
JAML	-2.225944323	0.82
HSPE1P18	-6.64385619	0.64
MPZL3	-0.558468338	0.68
MPZL2	0.604606021	0.68
CD3E	-4.25349806	0.69
RP11-770J1.7	0.832901388	0.8
RP11-770J1.3	-1.095602515	0.14
TTC36	-2.947962083	0.5
TMEM25	-0.792268038	0.21
RPL5P30	-3.685671097	0.9
RNU6-1157P	0.780357997	0.5
PHLDB1	2.407832678	0.95
AP002954.3	0.975309669	0.54
RP11-158I9.8	-1.125511601	0.84
RN7SL688P	-1.155886245	0.28
RP11-110I1.12	-1.432221523	0.97
CCDC84	1.509164383	0.1
RP11-110I1.14	-2.68610532	0.95
VPS11	1.311369962	0.98
C2CD2L	-0.56116299	0.53
HINFP	-0.612491116	0.65
CCDC153	-4.895192019	0.0
CBL	0.923012182	1.0
MCAM	3.404068165	0.22
RNF26	0.524850729	0.91
RP11-334E6.3	-2.786127152	0.61
USP2-AS1	-3.769076954	0.14
RP11-334E6.2	-6.64385619	0.16
THY1	-2.095272861	0.5
NECTIN1	-0.391920415	0.44
OAF	0.798012636	0.37
POU2F3	-6.64385619	0.43
TMEM136	1.804840592	0.95
TBCEL	2.212215496	0.28
TECTA	-0.944596045	1.0
MIR100HG	2.211004084	0.97
MIR125B1	0.465943164	0.03
BLID	-1.474078072	0.73
MIRLET7A2	-0.237918616	0.99
RP11-716H6.1	-2.954541997	0.25
UBASH3B	-3.093830482	0.21
C11ORF63	-1.381338256	0.33
ATP5F1P5	-1.610231921	0.36
RP11-335F8.2	-3.858941635	0.6
SNORD14E	-0.474315924	0.47
CLMP	0.608949595	0.98
GRAMD1B	1.71207093	0.06
VWA5A	-1.868615006	0.82
TBRG1	1.756409444	0.21
SIAE	1.75824963	0.94
SPA17	-1.683258205	0.37
RP11-677M14.2	-1.262766944	0.33
VSIG2	0.030235802	0.34
RP11-677M14.3	-4.344357674	0.54
MSANTD2	0.772284425	0.16
AP000866.1	-0.297829772	0.13
RP11-677M14.7	-1.294243723	0.14
ROBO3	-2.460020036	0.75
ROBO4	1.350090924	0.91
HEPACAM	-6.64385619	0.05
CCDC15	-3.183420254	0.32
SLC37A2	-2.909302248	0.44
TMEM218	-0.448065077	0.41
KRT18P59	-4.437538064	0.7
PKNOX2	-1.508642473	0.0
RP11-687M24.7	-0.887884427	0.03
FEZ1	-0.977231441	0.45
EI24	2.149202954	0.25
RP11-680F20.10	-6.64385619	0.76
HYLS1	-0.159735693	0.47
NAP1L1P1	-0.656678033	0.26
RPUSD4	1.692133798	0.56
RP11-50B3.4	-0.971422687	0.54
FAM118B	1.377633793	0.37
RN7SL351P	-6.64385619	0.28
SRPRA	3.463159719	0.4
FOXRED1	1.343509831	0.67
TIRAP	0.344944308	0.5
RP11-712L6.5	-6.64385619	0.1
ST3GAL4-AS1	-1.159869919	0.61
RP11-688I9.4	-3.100402247	0.92
RP11-688I9.5	-3.475339932	0.82
RP11-676M6.1	-0.430878082	0.51
RP11-264E20.1	-3.1291871	0.71
SENCR	-6.64385619	0.7
C11ORF45	-0.41485831	0.68
PRDM10	0.116977333	0.65
LINC00167	-6.64385619	0.33
APLP2	4.975088123	0.71
ZBTB44	2.215823797	0.95
RP11-567O18.1	-0.474315924	0.02
RP11-121M22.1	-4.923226535	0.6
RP11-890B15.2	-3.97684912	0.26
RP11-890B15.3	0.991968138	0.51
SNX19	3.133052171	0.51
NTM	-2.196496432	0.53
OPCML	-4.32822626	0.76
AP004782.1	-3.994841624	0.12
MIR4697HG	2.670349358	0.96
IGSF9B	2.11462859	0.72
RP11-713P17.3	-3.325072785	0.68
RP11-713P17.4	-3.098069689	0.52
PTP4A2P2	-0.232249762	0.6
NCAPD3	0.532582506	0.74
VPS26B	1.867429946	0.32
THYN1	2.762668998	0.41
GLB1L2	-4.065507674	0.25
ZMYND11	4.198537067	0.94
DIP2C	2.511734493	0.22
RN7SL754P	-2.078147213	1.0
MIR5699	1.428408792	0.98
PRR26	-5.079525398	0.87
LARP4B	2.271383202	0.43
RP11-363N22.3	-1.564202173	0.53
GTPBP4	1.699592531	0.24
IDI2-AS1	1.410272261	0.93
WDR37	2.437832352	0.1
LINC00200	-4.232754518	0.99
ADARB2	-5.98951602	0.18
RP11-118K6.3	-3.128048736	0.07
PITRM1-AS1	-4.281554545	0.24
KLF6	2.270734413	0.05
RP11-464C19.3	-0.464719134	0.87
LINC00702	2.62164654	0.58
LINC00704	-4.593396549	0.79
AKR1E2	-0.496260268	0.24
AKR1C5P	-3.196672638	0.03
AKR1C8P	-2.77829008	0.46
RP11-445P17.8	-6.64385619	0.0
AKR1C7P	-6.64385619	0.7
CALML3-AS1	-4.821481979	0.35
FAM208B	2.600599874	0.94
RP11-318E3.9	-2.129100829	0.01
ANKRD16	-0.005540845	0.64
FBXO18	3.193268882	0.63
RP11-536K7.3	-5.297737784	0.04
RN7SKP78	-2.323887465	0.76
RP11-563J2.2	-2.587219137	0.98
RP11-563J2.3	-2.270559687	0.84
PRKCQ	-3.944925839	0.77
PRKCQ-AS1	-6.64385619	0.77
LINP1	-0.582195839	0.06
LINC00706	-6.64385619	0.43
LINC00707	-3.496375924	0.28
SFMBT2	1.251074816	0.52
COX6CP17	1.197170954	0.34
ITIH5	1.322631069	0.95
KIN	0.252518385	0.12
GATA3-AS1	-6.64385619	0.78
SFTA1P	-6.64385619	0.91
CELF2	3.173643941	0.93
RP1-251M9.2	-0.806502955	0.55
ECHDC3	2.59205316	0.54
PROSER2	-4.541459312	0.21
PROSER2-AS1	-3.937118444	0.11
DHTKD1	2.7427461	0.77
CDC123	2.809850741	0.34
CAMK1D	-1.808774044	0.68
CCDC3	-0.242182989	0.2
RNA5SP300	-6.64385619	0.14
SEPHS1	1.317806232	0.44
BEND7	-0.230818602	0.71
PRPF18	1.593877898	0.21
RP11-295P9.3	0.146909654	0.21
FRMD4A	0.868103228	0.96
FAM107B	-0.669108583	0.66
CDNF	-1.481380738	0.23
RP11-398C13.6	-1.680519047	1.0
DCLRE1C	-0.389383626	0.37
OR7E115P	-6.64385619	0.96
DCLRE1CP1	-6.64385619	0.77
C10ORF111	-4.467517003	0.32
PPIAP30	-0.279723154	0.96
FAM171A1	0.702244571	0.51
FAM188A	2.133207828	0.35
PTER	1.492321673	0.73
RP11-197M22.2	-0.91764697	0.94
RP11-406H21.2	-6.64385619	0.42
VIM-AS1	-2.930688608	0.11
VIM	4.902450235	0.01
ST8SIA6-AS1	-6.64385619	0.99
HACD1	3.447965738	1.0
STAM-AS1	-1.91185998	0.67
TMEM236	-2.509384434	0.18
SLC39A12	-6.64385619	0.32
RP11-499P20.2	-2.059840191	0.45
RP11-383B4.4	-1.157594943	0.48
ARL5B	1.750063786	0.27
MALRD1	-3.173948361	0.81
RP11-354E11.2	-3.919243838	0.61
MTND2P16	-6.64385619	0.84
PLXDC2	2.417884392	0.32
AMD1P1	-6.64385619	0.19
NEBL	7.394876675	0.24
C10ORF113	-0.328966474	0.21
CASC10	-2.011026061	0.39
SKIDA1	-0.093082029	0.35
MLLT10	2.452686723	0.78
DNAJC1	1.642458141	0.53
RP11-399C16.3	-1.651317462	0.04
RP11-573G6.4	-0.96246307	0.65
RP11-573G6.6	-1.045593051	0.07
RP11-142L16.2	0.309766811	0.33
C10ORF67	-3.514369433	0.42
RP11-371A19.2	-2.231643937	0.15
OTUD1	2.623075733	0.76
KIAA1217	2.006647906	0.48
NUP35P1	-3.761989394	0.58
AC063961.1	1.781590561	0.43
MIR603	0.907652252	0.2
PRTFDC1	-0.209431006	0.26
ENKUR	-6.64385619	0.86
THNSL1	0.324639443	0.89
GPR158	-4.349724473	0.16
MYO3A	-5.847378933	0.1
HSPA8P3	-1.646547997	1.0
RNU6-946P	-0.801213737	0.82
ANKRD26	2.284678727	0.7
RNU6-490P	-6.64385619	0.51
LRRC37A6P	-2.299966739	0.84
ARMC4P1	-3.630730527	0.68
RAB18	3.305895072	0.31
MKX	-4.666097931	0.59
ARMC4	-4.045431862	0.56
MPP7	1.771713362	0.57
WAC-AS1	1.139848824	0.03
SVIL-AS1	1.348544708	0.69
SVIL	6.66417257	0.46
MIR604	1.365911248	0.2
MIR938	1.131415293	0.14
KIAA1462	2.361709311	0.26
RP11-305E6.4	-1.885656142	0.05
MTPAP	1.133750764	0.58
MAP3K8	0.415349212	0.2
